date,density,type,manufacturer,part_number,price_usd,pct_change_vs_last_pull,explanation,explanation_source
2026/8/15,64Mb,NOR,Winbond,W25Q64JVSSIQ,2.6,0,,
2026/8/15,64Mb,NOR,Macronix,MX25L6433FM2I-08G,1.76,0,,
2026/8/15,64Mb,NOR,GigaDevice,GD25Q64ESIGR,1.53073,0,,
2026/8/15,64Mb,NOR,ISSI,IS25LP064A-JMLE,2.19,0,,
2026/8/15,32Mb,NOR,Winbond,W25Q32JVSSIQ,0.81311,0,,
2026/8/15,32Mb,NOR,Macronix,MX25L3233FM2I-08G,1.23,0,,
2026/8/15,32Mb,NOR,GigaDevice,GD25Q32ESIGR,0.99423,0,,
2026/8/15,32Mb,NOR,ISSI,IS25LP032D-JNLE,2.1,0,,
2026/8/15,1Gb,NAND,Macronix,MX35LF1GE4AB-Z4I,10.64,0,,
2026/8/15,1Gb,NAND,ISSI,IS37SML01G1-LLI,12.77,0,,
2026/8/15,2Gb,NAND,Winbond,W25N02KVZEIR,22.94,0,,
2026/8/15,2Gb,NAND,Macronix,MX35LF2GE4AD-Z4I,14.85,0,,
2026/8/16,128Mb,NOR,Winbond,W25Q128JVSIQ,4.21,0,,
2026/8/16,128Mb,NOR,Macronix,MX25L12833FM2I-10G,5.11,0,,
2026/8/16,128Mb,NOR,GigaDevice,GD25Q128ESIGR,2.18536,0,,
2026/8/16,128Mb,NOR,ISSI,IS25LP128-JBLE,4.66,0,,
2026/8/16,64Mb,NOR,Winbond,W25Q64JVSSIQ,2.6,0,,
2026/8/16,64Mb,NOR,Macronix,MX25L6433FM2I-08G,1.76,0,,
2026/8/16,64Mb,NOR,GigaDevice,GD25Q64ESIGR,1.53073,0,,
2026/8/16,64Mb,NOR,ISSI,IS25LP064A-JMLE,2.19,0,,
2026/8/16,32Mb,NOR,Winbond,W25Q32JVSSIQ,0.81311,0,,
2026/8/16,32Mb,NOR,Macronix,MX25L3233FM2I-08G,1.23,0,,
2026/8/16,32Mb,NOR,GigaDevice,GD25Q32ESIGR,0.99423,0,,
2026/8/16,32Mb,NOR,ISSI,IS25LP032D-JNLE,2.1,0,,
2026/8/16,1Gb,NAND,Macronix,MX35LF1GE4AB-Z4I,10.64,0,,
2026/8/16,1Gb,NAND,ISSI,IS37SML01G1-LLI,12.77,0,,
2026/8/16,2Gb,NAND,Winbond,W25N02KVZEIR,22.94,0,,
2026/8/16,2Gb,NAND,Macronix,MX35LF2GE4AD-Z4I,14.85,0,,
2026/8/17,128Mb,NOR,Winbond,W25Q128JVSIQ,4.21,0,,
2026/8/17,128Mb,NOR,Macronix,MX25L12833FM2I-10G,5.11,0,,
2026/8/17,128Mb,NOR,GigaDevice,GD25Q128ESIGR,2.18536,0,,
2026/8/17,128Mb,NOR,ISSI,IS25LP128-JBLE,4.66,0,,
2026/8/17,64Mb,NOR,Winbond,W25Q64JVSSIQ,2.6,0,,
2026/8/17,64Mb,NOR,Macronix,MX25L6433FM2I-08G,1.76,0,,
2026/8/17,64Mb,NOR,GigaDevice,GD25Q64ESIGR,1.53073,0,,
2026/8/17,64Mb,NOR,ISSI,IS25LP064A-JMLE,2.19,0,,
2026/8/17,32Mb,NOR,Winbond,W25Q32JVSSIQ,0.81311,0,,
2026/8/17,32Mb,NOR,Macronix,MX25L3233FM2I-08G,1.23,0,,
2026/8/17,32Mb,NOR,GigaDevice,GD25Q32ESIGR,0.99423,0,,
2026/8/17,32Mb,NOR,ISSI,IS25LP032D-JNLE,2.1,0,,
2026/8/17,1Gb,NAND,Macronix,MX35LF1GE4AB-Z4I,10.64,0,,
2026/8/17,1Gb,NAND,ISSI,IS37SML01G1-LLI,12.77,0,,
2026/8/17,2Gb,NAND,Winbond,W25N02KVZEIR,22.94,0,,
2026/8/17,2Gb,NAND,Macronix,MX35LF2GE4AD-Z4I,14.85,0,,
2026/8/18,128Mb,NOR,Winbond,W25Q128JVSIQ,4.21,0,,
2026/8/18,128Mb,NOR,Macronix,MX25L12833FM2I-10G,5.11,0,,
2026/8/18,128Mb,NOR,GigaDevice,GD25Q128ESIGR,2.18536,0,,
2026/8/18,128Mb,NOR,ISSI,IS25LP128-JBLE,4.66,0,,
2026/8/18,64Mb,NOR,Winbond,W25Q64JVSSIQ,2.6,0,,
2026/8/18,64Mb,NOR,Macronix,MX25L6433FM2I-08G,1.76,0,,
2026/8/18,64Mb,NOR,GigaDevice,GD25Q64ESIGR,1.53073,0,,
2026/8/18,64Mb,NOR,ISSI,IS25LP064A-JMLE,2.19,0,,
2026/8/18,32Mb,NOR,Winbond,W25Q32JVSSIQ,0.81311,0,,
2026/8/18,32Mb,NOR,Macronix,MX25L3233FM2I-08G,1.23,0,,
2026/8/18,32Mb,NOR,GigaDevice,GD25Q32ESIGR,0.99423,0,,
2026/8/18,32Mb,NOR,ISSI,IS25LP032D-JNLE,2.1,0,,
2026/8/18,1Gb,NAND,Macronix,MX35LF1GE4AB-Z4I,10.64,0,,
2026/8/18,1Gb,NAND,ISSI,IS37SML01G1-LLI,12.77,0,,
2026/8/18,2Gb,NAND,Winbond,W25N02KVZEIR,22.94,0,,
2026/8/18,2Gb,NAND,Macronix,MX35LF2GE4AD-Z4I,14.85,0,,
2026/8/19,128Mb,NOR,Winbond,W25Q128JVSIQ,4.21,0,,
2026/8/19,128Mb,NOR,Macronix,MX25L12833FM2I-10G,5.11,0,,
2026/8/19,128Mb,NOR,GigaDevice,GD25Q128ESIGR,2.18536,0,,
2026/8/19,128Mb,NOR,ISSI,IS25LP128-JBLE,4.66,0,,
2026/8/19,64Mb,NOR,Winbond,W25Q64JVSSIQ,2.6,0,,
2026/8/19,64Mb,NOR,Macronix,MX25L6433FM2I-08G,1.76,0,,
2026/8/19,64Mb,NOR,GigaDevice,GD25Q64ESIGR,1.53073,0,,
2026/8/19,64Mb,NOR,ISSI,IS25LP064A-JMLE,2.19,0,,
2026/8/19,32Mb,NOR,Winbond,W25Q32JVSSIQ,0.81311,0,,
2026/8/19,32Mb,NOR,Macronix,MX25L3233FM2I-08G,1.23,0,,
2026/8/19,32Mb,NOR,GigaDevice,GD25Q32ESIGR,0.99423,0,,
2026/8/19,32Mb,NOR,ISSI,IS25LP032D-JNLE,2.1,0,,
2026/8/19,1Gb,NAND,Macronix,MX35LF1GE4AB-Z4I,10.64,0,,
2026/8/19,1Gb,NAND,ISSI,IS37SML01G1-LLI,12.77,0,,
2026/8/19,2Gb,NAND,Winbond,W25N02KVZEIR,22.94,0,,
2026/8/19,2Gb,NAND,Macronix,MX35LF2GE4AD-Z4I,14.85,0,,
2026/8/20,128Mb,NOR,Winbond,W25Q128JVSIQ,4.21,0,,
2026/8/20,128Mb,NOR,Macronix,MX25L12833FM2I-10G,5.11,0,,
2026/8/20,128Mb,NOR,GigaDevice,GD25Q128ESIGR,2.18536,0,,
2026/8/20,128Mb,NOR,ISSI,IS25LP128-JBLE,4.66,0,,
2026/8/20,64Mb,NOR,Winbond,W25Q64JVSSIQ,2.6,0,,
2026/8/20,64Mb,NOR,Macronix,MX25L6433FM2I-08G,1.76,0,,
2026/8/20,64Mb,NOR,GigaDevice,GD25Q64ESIGR,1.53073,0,,
2026/8/20,64Mb,NOR,ISSI,IS25LP064A-JMLE,2.19,0,,
2026/8/20,32Mb,NOR,Winbond,W25Q32JVSSIQ,0.81311,0,,
2026/8/20,32Mb,NOR,Macronix,MX25L3233FM2I-08G,1.23,0,,
2026/8/20,32Mb,NOR,GigaDevice,GD25Q32ESIGR,0.99423,0,,
2026/8/20,32Mb,NOR,ISSI,IS25LP032D-JNLE,2.1,0,,
2026/8/20,1Gb,NAND,Macronix,MX35LF1GE4AB-Z4I,10.64,0,,
2026/8/20,1Gb,NAND,ISSI,IS37SML01G1-LLI,12.77,0,,
2026/8/20,2Gb,NAND,Winbond,W25N02KVZEIR,22.94,0,,
2026/8/20,2Gb,NAND,Macronix,MX35LF2GE4AD-Z4I,14.85,0,,
2026-08-21,128Mb,NOR,Winbond,W25Q128JVSIQ-TR,3.94,,,
2026-08-21,128Mb,NOR,Macronix,MX25L12833FM2I-10G,5.11,0.0,,
2026-08-21,128Mb,NOR,GigaDevice,GD25Q128ESIGR,2.81,28.58,,
2026-08-21,128Mb,NOR,ISSI,IS25LP128-JBLE-TR,4.39,,,
2026-08-21,64Mb,NOR,Winbond,W25Q64JVSSIQ-TR,2.69,,,
2026-08-21,64Mb,NOR,Macronix,MX25L6433FM2I-08G,1.76,0.0,,
2026-08-21,64Mb,NOR,GigaDevice,GD25Q64ESIGR,1.96,28.04,,
2026-08-21,64Mb,NOR,ISSI,IS25LP064A-JBLE-TR,3.09,,,
2026-08-21,32Mb,NOR,Macronix,MX25L3233FM2I-08G,1.23,0.0,,
2026-08-21,32Mb,NOR,GigaDevice,GD25Q32ESIGR,1.27,27.74,,
2026-08-21,32Mb,NOR,ISSI,IS25LP032D-JNLE-TR,2.23,,,
2026-08-21,1Gb,NAND,Winbond,W25N01KVZEIR-TR,10.5182,,,
2026-08-21,1Gb,NAND,Macronix,MX35LF1GE4AB-Z4I,10.64,0.0,,
2026-08-21,1Gb,NAND,GigaDevice,GD5F1GQ5UEYIGR,9.05,,,
2026-08-21,1Gb,NAND,ISSI,IS37SML01G1-LLI-TR,8.5624,,,
2026-08-21,2Gb,NAND,Winbond,W25N02KVZEIR-TR,18.4,,,
2026-08-21,2Gb,NAND,Macronix,MX35LF2GE4AD-Z4I,14.85,0.0,,
2026-08-21,2Gb,NAND,GigaDevice,GD5F2GQ5UEYIGR,11.165,,,
